image name,RGB,Hex
test2.jpg,"[(146, 116, 106), (150, 51, 19), (25, 70, 165), (156, 87, 54), (195, 118, 89), (194, 158, 148)]","['#92746a', '#963313', '#1946a5', '#9c5736', '#c37659', '#c29e94']"
